EHP00_2070-t39_1-p1	bmaa|14972.m07598	43.3	60	34	0	64	123	217	276	1.9e-09	65.5
EHP00_2070-t39_1-p1	cpip|CPIJ016033	45.5	55	27	1	71	122	245	299	2.1e-08	62.0
EHP00_2070-t39_1-p1	aaeg|AAEL007205-PA	45.5	55	27	1	71	122	235	289	2.1e-08	62.0
EHP00_2070-t39_1-p1	ecun|ECU08_1400	53.3	45	21	0	73	117	2	46	6.0e-08	60.5
EHP00_2070-t39_1-p1	bmaa|14961.m05352	50.9	53	24	1	79	131	360	410	1.0e-07	59.7
EHP00_2070-t39_1-p1	bmor|BGIBMGA002156	53.5	43	20	0	79	121	38	80	1.3e-07	59.3
EHP00_2070-t39_1-p1	mdom|ENSMODP00000026851	46.2	52	28	0	71	122	377	428	1.3e-07	59.3
EHP00_2070-t39_1-p1	eint|Ein08_1380	51.1	45	22	0	73	117	2	46	2.3e-07	58.5
EHP00_2070-t39_1-p1	phum|PHUM076820	45.1	51	28	0	72	122	87	137	2.3e-07	58.5
EHP00_2070-t39_1-p1	phum|PHUM494280	47.7	44	23	0	79	122	300	343	2.3e-07	58.5
EHP00_2070-t39_1-p1	cpip|CPIJ008348	45.1	51	28	0	72	122	110	160	2.3e-07	58.5
EHP00_2070-t39_1-p1	cpip|CPIJ008461	47.7	44	23	0	79	122	48	91	2.3e-07	58.5
EHP00_2070-t39_1-p1	dmel|FBpp0082675	45.1	51	28	0	72	122	162	212	2.3e-07	58.5
EHP00_2070-t39_1-p1	dmel|FBpp0289317	47.7	44	23	0	79	122	474	517	2.3e-07	58.5
EHP00_2070-t39_1-p1	agam|AGAP004228-PA	47.7	44	23	0	79	122	147	190	2.3e-07	58.5
EHP00_2070-t39_1-p1	agam|AGAP002235-PA	45.1	51	28	0	72	122	113	163	2.3e-07	58.5
EHP00_2070-t39_1-p1	aaeg|AAEL010221-PA	45.1	51	28	0	72	122	113	163	2.3e-07	58.5
EHP00_2070-t39_1-p1	amel|XP_001121210	45.1	51	28	0	72	122	181	231	2.3e-07	58.5
EHP00_2070-t39_1-p1	amel|XP_001121055	43.1	51	29	0	72	122	221	271	2.3e-07	58.5
EHP00_2070-t39_1-p1	mmus|ENSMUSP00000041774	48.0	50	26	0	73	122	378	427	2.3e-07	58.5
EHP00_2070-t39_1-p1	rnor|ENSRNOP00000036967	48.0	50	26	0	73	122	257	306	2.3e-07	58.5
EHP00_2070-t39_1-p1	hsap|ENSP00000269216	48.0	50	26	0	73	122	384	433	2.3e-07	58.5
EHP00_2070-t39_1-p1	bmor|BGIBMGA000450	47.7	44	23	0	79	122	9	52	2.3e-07	58.5
EHP00_2070-t39_1-p1	apis|XP_001945293	47.7	44	23	0	79	122	420	463	2.3e-07	58.5
EHP00_2070-t39_1-p1	ptro|ENSPTRP00000016858	48.0	50	26	0	73	122	260	309	2.3e-07	58.5
EHP00_2349-t39_1-p1	ebie|EBI_25271	36.3	366	202	7	1	362	430	768	1.4e-50	203.4
EHP00_2352-t39_1-p1	ecun|ECU08_0660	29.9	214	138	3	6	218	2	204	1.9e-23	112.5
EHP00_2352-t39_1-p1	eint|Ein08_0600	29.4	214	139	3	6	218	2	204	3.1e-21	105.1
EHP00_359-t39_1-p1	ebie|EBI_25540	49.0	102	51	1	1	101	1	102	2.4e-21	104.4
EHP00_359-t39_1-p1	aaeg|AAEL010468-PA	38.7	111	57	2	2	101	14	124	5.9e-12	73.2
EHP00_359-t39_1-p1	phum|PHUM073930	39.8	113	53	4	2	101	14	124	1.0e-11	72.4
EHP00_359-t39_1-p1	ecun|ECU08_1330	36.5	104	58	5	1	101	1	99	2.5e-10	67.8
EHP00_359-t39_1-p1	eint|Ein08_1320	36.9	103	59	4	1	101	1	99	1.6e-09	65.1
EHP00_359-t39_1-p1	tvag|TVAG_118100	37.5	104	60	3	1	101	25	126	6.2e-09	63.2
EHP00_359-t39_1-p1	spom|NP_588059	49.3	69	27	2	33	101	59	119	6.2e-09	63.2
EHP00_359-t39_1-p1	ddis|rpa12	53.4	58	26	1	44	101	268	324	8.0e-09	62.8
