reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['EMO_007020-1-p1', 'EMO_100880-1-p1', 'EMO_077280-1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['EMO_007020-1-p1', 'EMO_100880-1-p1', 'EMO_077280-1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['EMO_007020-1-p1', 'EMO_100880-1-p1', 'EMO_077280-1-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['EMO_083070-1-p1', 'EMO_031060-1-p1', 'EMO_013390-1-p1', 'EMO_051510-1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['EMO_083070-1-p1', 'EMO_031060-1-p1', 'EMO_013390-1-p1', 'EMO_051510-1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['EMO_083070-1-p1', 'EMO_031060-1-p1', 'EMO_013390-1-p1', 'EMO_051510-1-p1']",1000.0,0.0
5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c,['EMO_047640-1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['EMO_007020-1-p1', 'EMO_100880-1-p1', 'EMO_077280-1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['EMO_007020-1-p1', 'EMO_100880-1-p1', 'EMO_077280-1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['EMO_007020-1-p1', 'EMO_100880-1-p1', 'EMO_077280-1-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['EMO_014080-1-p1', 'EMO_099020-1-p1', 'EMO_003890-1-p1']",1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,['EMO_016600-1-p1'],1000.0,0.0
ACONMT,acon_T_c + amet_c --> aconm_c + ahcys_c,['EMO_104530-1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['EMO_072890-1-p1', 'EMO_059950-1-p1', 'EMO_076770-1-p1']",1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['EMO_044090-1-p1'],1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['EMO_117640-1-p1', 'EMO_031250-1-p1', 'EMO_093770-1-p1', 'EMO_004290-1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['EMO_116050-1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,"['EMO_022250-1-p1', 'EMO_110910-1-p1', 'EMO_151060-1-p1', 'EMO_142340-1-p1', 'EMO_041050-1-p1']",1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['EMO_074080-1-p1'],1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"['EMO_117640-1-p1', 'EMO_093770-1-p1']",1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['EMO_001630-1-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,"['EMO_043980-1-p1', 'EMO_044030-1-p1']",1000.0,0.0
DSERDHr,nadp_c + ser__D_c --> 2amsa_c + h_c + nadph_c,"['EMO_029290-1-p1', 'EMO_011400-1-p1', 'EMO_061000-1-p1']",1000.0,0.0
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,['EMO_105030-1-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"['EMO_055140-1-p1', 'EMO_127640-1-p1']",1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,['EMO_111730-1-p1'],1000.0,0.0
