reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['SS50377_14794-t26_1-p1', 'SS50377_12250-t26_1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['SS50377_14794-t26_1-p1', 'SS50377_12250-t26_1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['SS50377_14794-t26_1-p1', 'SS50377_12250-t26_1-p1']",1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['SS50377_14794-t26_1-p1', 'SS50377_12250-t26_1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['SS50377_14794-t26_1-p1', 'SS50377_12250-t26_1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['SS50377_14794-t26_1-p1', 'SS50377_12250-t26_1-p1']",1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['SS50377_17730-t26_1-p1', 'SS50377_15603-t26_1-p1', 'SS50377_10719-t26_1-p1', 'SS50377_12479-t26_1-p1']",1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['SS50377_18755-t26_1-p1'],1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['SS50377_11726', 'SS50377_10772-t26_1-p1', 'SS50377_13656-t26_1-p1', 'SS50377_19034-t26_1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['SS50377_12389-t26_1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,"['SS50377_15735-t26_1-p1', 'SS50377_15548-t26_1-p1', 'SS50377_14312-t26_1-p1', 'SS50377_16326-t26_1-p1']",1000.0,0.0
