reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['PfML01_120006400-t41_1-p1', 'PfML01_120059800-t41_1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['PfML01_120006400-t41_1-p1', 'PfML01_120059800-t41_1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['PfML01_120006400-t41_1-p1', 'PfML01_120059800-t41_1-p1']",1000.0,0.0
3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c,['PfML01_130026500-t41_1-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,['PfML01_090027300-t41_1-p1'],1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,['PfML01_090027300-t41_1-p1'],1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,['PfML01_090027300-t41_1-p1'],1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['PfML01_060030100-t41_1-p1'],1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,['PfML01_060030100-t41_1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['PfML01_120006400-t41_1-p1', 'PfML01_120059800-t41_1-p1', 'PfML01_020011400-t41_1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['PfML01_120006400-t41_1-p1', 'PfML01_120059800-t41_1-p1', 'PfML01_020011400-t41_1-p1']",1000.0,0.0
