reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['rna_TVAG_487910-1-p1', 'rna_TVAG_123810-1-p1', 'rna_TVAG_069460-1-p1', 'rna_TVAG_340550-1-p1', 'rna_TVAG_440450-1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['rna_TVAG_487910-1-p1', 'rna_TVAG_123810-1-p1', 'rna_TVAG_069460-1-p1', 'rna_TVAG_340550-1-p1', 'rna_TVAG_440450-1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['rna_TVAG_487910-1-p1', 'rna_TVAG_123810-1-p1', 'rna_TVAG_069460-1-p1', 'rna_TVAG_340550-1-p1', 'rna_TVAG_440450-1-p1']",1000.0,0.0
3KGK,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c,['rna_TVAG_413930-1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['rna_TVAG_487910-1-p1', 'rna_TVAG_123810-1-p1', 'rna_TVAG_069460-1-p1', 'rna_TVAG_340550-1-p1', 'rna_TVAG_440450-1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['rna_TVAG_487910-1-p1', 'rna_TVAG_123810-1-p1', 'rna_TVAG_069460-1-p1', 'rna_TVAG_340550-1-p1', 'rna_TVAG_440450-1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['rna_TVAG_487910-1-p1', 'rna_TVAG_123810-1-p1', 'rna_TVAG_069460-1-p1', 'rna_TVAG_340550-1-p1', 'rna_TVAG_440450-1-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,['rna_TVAG_083530-1-p1'],1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,['rna_TVAG_083530-1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['rna_TVAG_433110-1-p1', 'rna_TVAG_005950-1-p1']",1000.0,0.0
ACNML,acnam_c --> acmana_c + pyr_c,['rna_TVAG_044970-1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['rna_TVAG_072700-1-p1', 'rna_TVAG_493000-1-p1', 'rna_TVAG_062910-1-p1', 'rna_TVAG_273750-1-p1', 'rna_TVAG_489800-1-p1', 'rna_TVAG_160390-1-p1', 'rna_TVAG_130730-1-p1', 'rna_TVAG_179660-1-p1']",1000.0,0.0
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,['rna_TVAG_092730-1-p1'],1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['rna_TVAG_136210-1-p1', 'rna_TVAG_430210-1-p1', 'rna_TVAG_088220-1-p1', 'rna_TVAG_132440-1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['rna_TVAG_299450-1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,"['rna_TVAG_329650-1-p1', 'rna_TVAG_422780-1-p1', 'rna_TVAG_228780-1-p1', 'rna_TVAG_484120-1-p1', 'rna_TVAG_327470-1-p1', 'rna_TVAG_167910-1-p1', 'rna_TVAG_210250-1-p1']",1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['rna_TVAG_324610-1-p1'],1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"['rna_TVAG_431780-1-p1', 'rna_TVAG_020800-1-p1', 'rna_TVAG_430210-1-p1', 'rna_TVAG_419720-1-p1', 'rna_TVAG_088220-1-p1', 'rna_TVAG_268020-1-p1']",1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['rna_TVAG_267950-1-p1'],1000.0,0.0
CRNDCAL2,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,"['rna_TVAG_069460-1-p1', 'rna_TVAG_487910-1-p1']",1000.0,0.0
DAGK160,12dgr160_c + atp_c --> adp_c + h_c + pa160_c,['rna_TVAG_380860-1-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,"['rna_TVAG_430160-1-p1', 'rna_TVAG_491120-1-p1']",1000.0,0.0
DHCIND,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c,['rna_TVAG_468060-1-p1'],1000.0,0.0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,['rna_TVAG_229870-1-p1'],1000.0,0.0
DPR,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c,['rna_TVAG_574730-1-p1'],1000.0,0.0
DSERDHr,nadp_c + ser__D_c --> 2amsa_c + h_c + nadph_c,['rna_TVAG_446780-1-p1'],1000.0,0.0
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,['rna_TVAG_050740-1-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"['rna_TVAG_379830-1-p1', 'rna_TVAG_210730-1-p1']",1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,"['rna_TVAG_193790-1-p1', 'rna_TVAG_412780-1-p1', 'rna_TVAG_475220-1-p1']",1000.0,0.0
EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,['rna_TVAG_479680-1-p1'],1000.0,0.0
EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c,['rna_TVAG_479680-1-p1'],1000.0,0.0
EAR180x,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,['rna_TVAG_479680-1-p1'],1000.0,0.0
FBA,fdp_c --> dhap_c + g3p_c,"['rna_TVAG_360700-1-p1', 'rna_TVAG_363390-1-p1', 'rna_TVAG_043070-1-p1', 'rna_TVAG_300000-1-p1', 'rna_TVAG_043170-1-p1']",1000.0,0.0
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,['rna_TVAG_150360-1-p1'],1000.0,0.0
GDMANE,gdpddman_c --> gdpofuc_c,"['rna_TVAG_351810-1-p1', 'rna_TVAG_039050-1-p1']",1000.0,0.0
GLCP,glycogen_c + pi_c --> g1p_c,"['rna_TVAG_348330-1-p1', 'rna_TVAG_509780-1-p1', 'rna_TVAG_453180-1-p1']",1000.0,0.0
