,rxns_added
0,TAURt: taur_c --> taur_e
1,PAN4PP: h2o_c + pan4p_c --> pi_c + ptth_c
2,2OXOADPtim: 2oxoadp_m --> 2oxoadp_c
3,HACNHm: b124tc_m + h2o_m --> hicit_m
4,CYSAMO_cho: cysam_c + o2_c --> h_c + hyptaur_c
5,AASAD1: L2aadp_c + atp_c + h_c + nadph_c --> L2aadp6sa_c + amp_c + nadp_c + ppi_c
6,r2043: his__L_e + ser__L_c --> his__L_c + ser__L_e
7,ACPS: coa_c + h2o_c --> 2.0 h_c + pan4p_c + pap_c
8,EX_his__L_e: his__L_e <=> 
9,CHORM: chor_c --> pphn_c
10,HCITSm: accoa_m + akg_m + h2o_m --> coa_m + h_m + hcit_m
11,ALAALACNc: alaala_c + h2o_c --> 2.0 ala__L_c
12,SACCD2: h2o_c + nad_c + saccrp__L_c <=> akg_c + h_c + lys__L_c + nadh_c
13,MCITDm: hcit_m --> b124tc_m + h2o_m
14,EX_thr__L_e: thr__L_e <=> 
15,AATA: 2oxoadp_c + glu__L_c --> L2aadp_c + akg_c
16,HYPTROX: 2.0 h_c + 2.0 hyptaur_c + o2_c --> 2.0 taur_c
17,SACCD1: L2aadp6sa_c + glu__L_c + h_c + nadph_c --> h2o_c + nadp_c + saccrp__L_c
18,THRabc: atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c
19,HICITDm: hicit_m + nad_m --> h_m + nadh_m + oxag_m
20,PPNDH: h_c + pphn_c --> co2_c + h2o_c + phpyr_c
21,OXAGm: h_m + oxag_m --> 2oxoadp_m + co2_m
22,PNTOt2: h_e + pnto__R_e <=> h_c + pnto__R_c
