,rxns_added
0,DHQS: 2dda7p_c --> 3dhq_c + pi_c
1,HCITSm: accoa_m + akg_m + h2o_m --> coa_m + h_m + hcit_m
2,ACYP_2: actp_c + h2o_c --> ac_c + h_c + pi_c
3,AASAD2: L2aadp_c + atp_c + h_c + nadh_c --> L2aadp6sa_c + amp_c + nad_c + ppi_c
4,SHK3Dr: 3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c
5,HACNHm: b124tc_m + h2o_m --> hicit_m
6,2OXOADPtim: 2oxoadp_m --> 2oxoadp_c
7,HICITDm: hicit_m + nad_m --> h_m + nadh_m + oxag_m
8,IGPS: 2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c
9,OXAGm: h_m + oxag_m --> 2oxoadp_m + co2_m
10,CO2tmt: co2_m <=> co2_c
11,DHQTi: 3dhq_c --> 3dhsk_c + h2o_c
12,CHORM: chor_c --> pphn_c
13,ANPRT: anth_c + prpp_c --> ppi_c + pran_c
14,DDPA: e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
15,PKETF: f6p_c + pi_c --> actp_c + e4p_c + h2o_c
16,PSCVT: pep_c + skm5p_c <=> 3psme_c + pi_c
17,SHKK: atp_c + skm_c --> adp_c + h_c + skm5p_c
18,ORNCD: orn_c --> nh4_c + pro__L_c
19,PRAIi: pran_c --> 2cpr5p_c
20,CHORS: 3psme_c --> chor_c + pi_c
21,GAPP: g3p_c + h2o_c --> glyald_c + pi_c
22,MCITDm: hcit_m --> b124tc_m + h2o_m
23,PPNDH: h_c + pphn_c --> co2_c + h2o_c + phpyr_c
24,SACCD1: L2aadp6sa_c + glu__L_c + h_c + nadph_c --> h2o_c + nadp_c + saccrp__L_c
25,r2035: asn__L_c + orn_e --> asn__L_e + orn_c
26,SACCD2: h2o_c + nad_c + saccrp__L_c <=> akg_c + h_c + lys__L_c + nadh_c
27,AATA: 2oxoadp_c + glu__L_c --> L2aadp_c + akg_c
28,ANS2: chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c
29,TRPS1: 3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c
30,AKGICITtm: akg_c + icit_m --> akg_m + icit_c
