,rxns_added
0,CITt2r: cit_e + h_e <=> cit_c + h_c
1,SO3ti: so3_c --> so3_e
2,HMR_3951: na1_c + so3_c --> na1_e + so3_e
3,PDYXPT_c: pydam_c + pyr_c --> ala__L_c + pydx_c
4,GLYCL_2: co2_c + mlthf_c + nadh_c + nh4_c --> gly_c + nad_c + thf_c
5,HCO3E: co2_c + h2o_c --> h_c + hco3_c
6,PROTEIN_BS: 0.6 ala__L_c + 0.377 arg__L_c + 0.2881 asn__L_c + 0.359 asp__L_c + 0.145 cys__L_c + 0.322 gln__L_c + 0.386 glu__L_c + 0.538 gly_c + 0.143 his__L_c + 0.324 ile__L_c + 0.564 leu__L_c + 0.57 lys__L_c + 0.138 met__L_c + 0.219 phe__L_c + 0.313 pro__L_c + 0.43 ser__L_c + 0.386 thr__L_c + 0.044 trp__L_c + 0.182 tyr__L_c + 0.416 val__L_c --> protein_c
7,AMPt: amp_e --> amp_c
8,SULO: h2o_c + o2_c + so3_c --> h2o2_c + h_c + so4_c
9,NH4ti: nh4_c --> nh4_e
