,MdaphniaeUGP3,Heriocheircanceri,PfalciparumTG01,ChominisTU502_2012,TbruceiLister427,NdisplodereJUm2807,EmaximaWeybridge,CtyzzeriUGA55,EmoshkovskiiLaredo,PcynomolgiB,TevansiSTIB805,EhistolyticaHM1IMSS-A,PfragileNilgiri,CmeleagridisUKMEL1,VcorneaeATCC50505,PfalciparumGA01,CfelisWinnie,PfalciparumML01,GintestinalisAssemblageADH,SsalmonicidaATCC50377,LtropicaL590,PfalciparumCD01,PinuiSanAntonio1,TgrayiANR4,TcruziCLBrener,TparvaMuguga,Pvinckeivinckeivinckei,TcongolenseIL3000,LspMARLEM2494,CfasciculataCfCl,AcastellaniiNeff,PgaboniG01,TgondiiFOU,ChominisUdeA01,EpraecoxHoughton,NfowleriATCC30863,CveliaCCMP2878,TbruceigambienseDAL972,Pyoeliiyoelii17XNL,HeriocheirGB1,TcruziCLBrenerNon-Esmeraldo-like,EhistolyticaHM1IMSS-B,LinfantumJPCM5,SneuronaSN3,TgondiiGT1,EcuniculiGBM1,TcruzicruziDm28c,TgondiiME49,BovataMiyake,TcruziSylvioX10-1-2012,TgondiiARI,LdonovaniBPK282A1,LpyrrhocorisH10,Vculicisfloridensis,EcuniculiEC3,PadleriG01,BayalaiB08-376,EhellemATCC50504,Chominis30976,EmonterogeiiLV88,LgerbilliLEM452,SneuronaSOSN1,PfalciparumHB3,LbraziliensisMHOMBR75M2904,EacervulinaHoughton,EcuniculiEC1,EcanceriGB1,PfalciparumDd2,EnecatrixHoughton,LturanicaLEM423,CmurisRN66,TbruceiTREU927,TgondiiVAND,PknowlesiMalayanPk1A,EhepatopenaeiTH1,AalgeraePRA339,VbrassicaformisCCMP3155,TgondiiTgCatPRC2,NausubeliERTm2,EintestinalisATCC50506,PneurophiliaMK1,NceranaePA08_1199,OcolligataOC4,Cubiquitum39726,PgaboniSY75,LpanamensisMHOMPA94PSC1,CparvumIowaII,LseymouriATCC30220,PpraefalciparumG01,Pyoeliiyoelii17X,PrelictumSGS1-like,LmajorFriedlin,PconfusumCUL13,AspWSBS2006,NbombycisCQ1,Candersoni30847,EdisparSAW760,CcayetanensisCHN_HEN01,Slophii42_110,TcruziDm28c,EaedisUSNM41457,BbigeminaBOND,TgondiiGAB2-2007-GAL-DOM2,PovalecurtisiGH01,TvivaxY486,EbieneusiH348,EnuttalliP19,LaethiopicaL147,TcruzimarinkelleiB7,EfalciformisBayerHaberkorn1970,PfalciparumGB4,PyoeliiyoeliiYM,PfalciparumSN01,PblacklockiG01,TequiWA,EcuniculiEcunIII-L,PreichenowiG01,HhammondiHH34,Pgallinaceum8A,TrangeliSC58,EmitisHoughton,TgondiiVEG,BmicrotiRI,EromaleaeSJ2008,PbillcollinsiG01,PvinckeipetteriCR,NceranaeBRL01,EtenellaHoughton,EbrunettiHoughton,Pfalciparum7G8,BbovisT2Bo,PfalciparumKH01,PfalciparumIT,TgondiiRH,LbraziliensisMHOMBR75M2903,PcoatneyiHackeri,LmexicanaMHOMGT2001U1103,PknowlesiH,Tgondiip89,EhistolyticaHM1IMSS,CsuisWienI,PvivaxSal1,EcuniculiEC2,GniphandrodesUnknown,PreichenowiCDC,TcruziSylvioX10-1,PfalciparumKH02,EhellemSwiss,LmajorSD75.1,GintestinalisAssemblageBGS,NparisiiERTm1,GintestinalisAssemblageBGS_B,NparisiiERTm3,PfalciparumSD01,TannulataAnkara,AalgeraePRA109,EhistolyticaHM3IMSS,ThominisUnknown,PmalariaeUG01,GintestinalisAssemblageAWB,TtheileriEdinburgh,Pchabaudichabaudi,EhistolyticaKU27,LmajorLV39c5,NausubeliERTm6,TgondiiMAS,PcynomolgiM,TcruziCLBrenerEsmeraldo-like,TvaginalisG3,PbergheiANKA,PfalciparumKE01,LtarentolaeParrotTarII,LenriettiiLEM3045,Pfalciparum3D7,TorientalisShintoku,GintestinalisAssemblageEP15,EinvadensIP1,TgondiiRUB,ChominisTU502,PvivaxP01,PfalciparumGN01,LpanamensisMHOMCOL81L13,LarabicaLEM1108,NcaninumLIV
NTD12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
DGDGD4DS1839Z12Z15Z1644Z7Z10Z13Zc,,,1,,,,1,,,1,,,1,,,1,1,1,,,,1,1,,,1,1,,,,,1,1,,,,1,,1,,,,,1,1,,,1,,,1,,,,,1,,,,,,1,1,,,,,1,1,,,,1,1,,,1,1,,,,,,,1,,,,1,1,1,,,,1,,,,,,,1,1,1,,,,,,1,1,1,1,1,1,,1,1,1,,,1,1,,1,1,,1,,1,1,1,1,,,1,,1,1,,1,1,,,1,,1,,,,,,,1,1,,,,1,,,1,,,,1,1,,,1,1,,,1,1,,,1,,1,1,,,1
ACOADAGAT16018111Z160,1,,,,1,,1,,,,1,,,,,,,,,,1,,,1,,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,1,,,1,,1,1,1,,1,1,1,1,,1,1,,1,1,,,1,1,1,,1,,,1,,,1,,1,,1,,1,1,,1,,,1,,1,1,,1,,1,,,1,1,1,,1,,,,1,,1,,1,,1,,1,,1,,1,1,,,,,,1,,1,,1,,1,,1,1,,1,,1,1,,,,,,,1,,,,,1,1,,1,,1,,1,,1,,1,1,,,,,1,,,,1,1,1
DHORDi,,,,,1,,,,,,1,,,,,,1,,,,1,,,1,,,,1,1,1,1,,1,,,,1,1,,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,,,1,1,1,,1,1,,,,,1,,1,1,,,,1,1,,,,,,,,1,,1,,,,1,1,,,,,1,,,,,1,,1,,,1,1,1,,,,,1,,,1,,1,,1,1,,,,,1,,,,,,,1,,1,,1,,1,,,1,,,,,1,,,,,,1,,,,,,1,,,1,,1,,1,1,,,1,1,,,,,1,,,,1,1,1
ABFPT,1,,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,1,,1,1,1,1,1,,,1,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,,,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,,1,,,,,1,1,,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
ACOAD1fm,,,1,,1,,1,,,1,1,,1,,,1,,1,,,1,1,,1,,,,1,1,1,,1,1,,1,,1,1,,,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,1,,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,,1,1,1,1,1
ACOADAGAT1819Z18111Z1819Z,1,,,,1,,1,,,,1,,,,,,,,,,1,,,1,,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,1,,,1,,1,1,1,,1,1,1,1,,1,1,,1,1,,,1,1,1,,1,,,1,,,1,,1,,1,,1,1,,1,,,1,,1,1,,1,,1,,,1,1,1,,1,,,,1,,1,,1,,1,,1,,1,,1,1,,,,,,1,,1,,1,,1,,1,1,,1,,1,1,,,,,,,1,,,,,1,1,,1,,1,,1,,1,,1,1,,,,,1,,,,1,1,1
DIPEPabc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
ACOADH160_m,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,,,,,1,1,,1,,1,,,,1,,,1,1,,,1,,1,1,,,,,1,,,,,,1,1,,1,,,1,1,,,,1,1,,,1,1,,,,,,,1,,1,,1,1,1,,1,,,,,1,,,,,1,,,,,,,1,1,1,1,1,,,1,1,1,1,,1,,,1,1,,1,1,1,,1,1,,,1,,1,1,,1,1,,,1,,1,,,,,,,1,,,,,1,,1,1,,,,1,1,1,,1,1,,,1,,,,1,,1,1,,,1
NMNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kt3r,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,,,,,,,,1,,,,,1,,,,,,,
4HGLSD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPDC1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,1,,,,1,,,,1,1,1,,,,1,,1,,,,,1,1,,,1,,,1,,,,,1,,,,,,1,1,,1,,,1,1,,,,1,1,,,1,1,,,,,,,1,,,,1,1,1,,,,,,,1,,,,,1,1,,,,,,1,1,1,1,1,,,1,1,1,,1,1,,,1,1,,1,1,1,,1,1,,,1,,1,1,,1,1,,,1,,1,,,,,,,1,,,,,1,,,1,,,,1,1,,,1,1,,,1,,,,1,,1,1,,,1
DGTPtm,,,,1,,,1,1,,,,,,1,,,,,,,,,,1,,,1,,,1,,,1,1,1,,1,,,,1,,1,1,1,,1,1,,1,1,1,1,,,,1,,,,,1,,1,1,,,,1,,,,1,,,,1,1,,,,,,,,1,,1,,,,,1,,,,,1,,1,,,1,,1,,,,1,1,,,,,,,,1,,1,1,1,,,,1,,1,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,,1,,,,1,,
HMGL_1c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHLE1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALTHXabc,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,1,,1,1,1,1,,,1,1,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,1,,1,,,,,,1,,,,,,,1,1,,,1,,,,1,,,,1,1,,,,,,1
PIt2m,,,1,1,1,,1,1,,1,1,,1,1,,1,,1,,,1,1,1,1,,,1,1,1,1,,1,1,1,,,1,1,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,1,,1,,,1,1,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,,1,1,,1,1,,1,,1,,,,,1,,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1
GLXO3r,,,,,1,,,,,,1,1,,,,,,,,,1,,,1,,,,1,1,1,,,,,,,,1,,,1,1,1,,,,1,,,1,,1,1,,,,1,,,1,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,1,1,,,,1,,,1,,,,,1,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,,,,1,,1,1,,,,1,,,,1,1,,,,,,,,,1,1,
3HCINNMH,,,,1,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,,1,,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
ACOAR3mc,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
ACOADAGAT1819Z1819Z180,1,,,,1,,1,,,,1,,,,,,,,,,1,,,1,,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,1,,,1,,1,1,1,,1,1,1,1,,1,1,,1,1,,,1,1,1,,1,,,1,,,1,,1,,1,,1,1,,1,,,1,,1,1,,1,,1,,,1,1,1,,1,,,,1,,1,,1,,1,,1,,1,,1,1,,,,,,1,,1,,1,,1,,1,1,,1,,1,1,,,,,,,1,,,,,1,1,,1,,1,,1,,1,,1,1,,,,,1,,,,1,1,1
EPISTESTH_SCe,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDPTA,1,,1,,1,,,,1,1,1,,1,,,1,,1,,1,1,1,1,,,,1,1,,1,1,1,1,,,1,1,1,1,,,,1,1,1,,,1,,,1,1,1,,,1,1,,,,1,1,1,1,1,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,,,,,,1,,,,,1,1,,,,1,,1,1,1,1,1,,,1,1,1,1,,1,,,1,1,,1,,1,,1,1,,1,1,1,1,1,,1,1,,,1,,1,,1,,,,,1,,,,,1,,,1,,1,,1,1,,1,1,1,1,1,1,,,,1,,1,1,1,1,1
ME1m,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,
ACNML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Kt1,,,1,1,,,,1,,,,,1,,,1,,1,,,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,,1,,,1,,1,1,,,1,,1,1,,1,,,1,,,1,,1,1,1,1,,,,1,1,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,1,1,1,,,,1,,1,,,,1,1,1,,,,1,,1,1,1,1,1,,,1,1,1,,,1,,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,1,1,,,1,,1,,1,,,,,1,1,,,,1,,,1,,1,,1,1,,,1,1,,1,1,,,,1,,1,1,1,1,1
ADSS,1,,1,,1,,,,,1,1,,1,,,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,,,,1,1,1,,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,,,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,1,,,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1
HYPOE,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,1,,,,1,,1,1,1,1,1,,,1,1,1,1,,,,1,1,1,,,1,,,1,,1,,,1,,,,,,1,1,,1,,,1,1,1,,,1,1,,,1,1,,,,,,,1,,,1,1,1,1,,,,,,,1,,,,,1,1,,,,,,1,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,1,,,1,1,1,1,,1,1,,1,1,,1,,,,,,,1,,,,,1,,,1,,,,1,1,,1,1,1,1,,1,,,,1,,1,1,,1,1
PROAKGOX1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,1,,,1,,,,,1,1,1,,,,1,,1,,,,,1,1,,,1,1,,1,,,,,1,,,,,,,1,,1,,,1,1,,,,1,1,,,1,1,,,,,,,1,,,,1,1,,,,,,,,1,,,,,1,1,,,,,,1,1,1,1,1,1,,1,1,1,,,1,,,1,,,1,1,1,,1,1,,,1,,1,1,,1,1,,,1,,1,,,,,,,1,1,,,,1,,,,,,,1,1,,,1,1,,,1,1,,,1,,1,1,,,1
BZt,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3OAR160_m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1
MYCSacp58,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,
NTPP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA180abcppc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2HMHMBQMTmc,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CYOO6mc,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
ASPO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,,,,,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,
UDPGtnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIPEPabc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
ABUTt2r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYCON5,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,1,1,,,1,,,1,,,,,,,,1,,,1,,,1,,,,1,,1,,1,,,,1,1,,,,,,1,,,1,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,1,,,1,1,,,,,,1,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,1
MDFDH,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,1,1,,,,,,,,1,,,,,1,,,,,,1,
FASm2001,,,,1,,,1,1,,,,,,1,,,,,,,,,,1,,,,1,,1,1,,1,1,1,1,1,1,,,1,,,1,1,,1,1,,1,1,,,,,,,,1,1,,1,,,1,,,,1,,1,,1,,,,1,1,,,,,,1,,1,1,1,,,,,,,,1,,1,,1,,,1,,1,,,,,1,,,,,,,,1,,1,1,1,,,,,,1,1,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,1,1,,,1,,1
ACONT,1,,1,,1,,1,,,1,1,,1,,,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,,1,1,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,1,1,,,,,,,1,1,,1,1,1,1,1,1,,,1,,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,,1,,,,,1,1,,,,1,,1,1,,1,,1,1,,,1,1,1,1,1,1,,,1,,1,1,1,1,1
AKGMAL,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
SUCCt2r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOADAGAT18111Z18111Z1835Z9Z12Z,1,,,,1,,1,,,,1,,,,,,,,,,1,,,1,,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,1,,,1,,1,1,1,,1,1,1,1,,1,1,,1,1,,,1,1,1,,1,,,1,,,1,,1,,1,,1,1,,1,,,1,,1,1,,1,,1,,,1,1,1,,1,,,,1,,1,,1,,1,,1,,1,,1,1,,,,,,1,,1,,1,,1,,1,1,,1,,1,1,,,,,,,1,,,,,1,1,,1,,1,,1,,1,,1,1,,,,,1,,,,1,1,1
PSSA180,,,1,,,,,,,1,,,1,,,1,1,1,,,,1,1,,,,1,,,,,1,,,,,1,1,1,,,,,,,1,,,,,,,,,1,1,,,,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,1,,,,,,1,,,,,,,1,1,1,1,,1,1,,1,1,,,1,,1,1,,,,1,,1,1,,,1,,1,,,,1,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,1,,,1,1,,,1,,,,,,1,1,,,
