name1,name2,name3,name4,,,,
PF3D7_1314600,PF13_0083,NA,NA,,,,
PF3D7_0209400,PF02_0090,PFB0423c,PFB0425c,,,,
PF3D7_1142200,PF11_0434,,,,,,
PF3D7_1351800.2,PF13_0270,PF3D7_1351800,,,,,
PF3D7_0507200,MAL5P1.73,PFE0355c,,,,,
PF3D7_0806000,PF08_0117,,,,,,
PF3D7_1006800,PF10_0068,,,,,,
PF3D7_0412000,MAL4P2.52,PFD0595w,,,,,
PF3D7_0732200,1791.m00049,PF07_0132,,,,,
PF3D7_0324800,MAL3P7.54,PFC1115w,,,,,
PF3D7_1227500,2277.t00266,MAL12P1.266,PFL1330c,,,,
PF3D7_0301800,MAL3P8.16,PFC0090w,,,,,
PF3D7_0920900,PFI1025w,,,,,,
PF3D7_1443600,PF14_0414,,,,,,
PFC10_API0027,ORF78,PFC10_API0027,,,,,
PF3D7_0415900,MAL4P1.149,PFD0770c,,,,,
PF3D7_0214100,PF02_0132,PFB0640c,,,,,
PF3D7_0726100,PF07_0107,,,,,,
PF3D7_0717700,PF07_0073,,,,,,
PF3D7_1342200,PF13_0230,,,,,,
PF3D7_1400700,PF14_0007,,,,,,
PF3D7_1322800,MAL13P1.128,,,,,,
PF3D7_1477400,PF14_0745,,,,,,
PF3D7_1106700,PF11_0078,,,,,,
PF3D7_1102000,2297.t00487,PF11_0033,,,,,
PF3D7_0621100,2270.t00101,MAL6P1.216,PFF1020c,,,,
PF3D7_1040800,PF10_0401,,,,,,
PF3D7_0909100,PFI0440w,,,,,,
PF3D7_1028500,PF10_0279,,,,,,
PF3D7_1342400,PF13_0232,,,,,,
PF3D7_1419100,PF14_0185,,,,,,
PF3D7_1448500,PF14_0463,,,,,,
PF3D7_1125000,PF11_0261,,,,,,
PF3D7_1468000,PF14_0648,,,,,,
PF3D7_0500900,MAL5P1.10,PFE0045c,,,,,
PF3D7_1207600,2277.t00077,MAL12P1.76,PFL0380c,,,,
PF3D7_0311400,MAL3P4.16,PFC0485w,,,,,
PF3D7_0722200,MAL7P1.119,,,,,,
PF3D7_0515900,MAL5P1.159,PFE0795c,,,,,
PF3D7_0319500,MAL3P7.2,PFC0865w,,,,,
PF3D7_1450000,PF14_0476,,,,,,
PF3D7_0300600,PFC0032c,,,,,,
PF3D7_1222800,2277.t00219,MAL12P1.219,PFL1095c,,,,
PF3D7_1443900,PF14_0417,,,,,,
PF3D7_1470100,PF14_0668,,,,,,
PF3D7_0519700,MAL5P1.198,PFE0990w,,,,,
PF3D7_1469700,PF14_0665,,,,,,
PF3D7_1455700,PF14_0531,,,,,,
PF3D7_1132100,PF11_0330,,,,,,
PF3D7_0532200,MAL5P1.313,PFE1595c,,,,,
PF3D7_0508700,MAL5P1.88,PFE0430w,,,,,
PF3D7_1227400,2277.t00265,MAL12P1.265,PFL1325c,,,,
PF3D7_1126200,PF11_0272,,,,,,
PF3D7_1242500,2277.t00409,MAL12P1.407,PFL2045w,,,,
PF3D7_0806700,PF08_0114,,,,,,
PF3D7_0303500,MAL3P2.2,PFC0165w,,,,,
PF3D7_0911100,PFI0540w,,,,,,
PF3D7_0422800,MAL4P1.209,PFD1045w,PFD1075w,,,,
PF3D7_0926300,PFI1285w,PFI1290w,,,,,
PF3D7_1215600,2277.t00151,MAL12P1.150,PFL0750w,,,,
PF3D7_1436400,PF14_0345,PF14_0345a,,,,,
PF3D7_0808700,MAL8P1.118,PF08_0106,,,,,
PF3D7_1444700,PF14_0424,,,,,,
PF3D7_1209600,2277.t00097,MAL12P1.96,PFL0480w,,,,
PF3D7_0523800,MAL5P1.237,PFE1185w,,,,,
PF3D7_1459700,PF14_0570,,,,,,
PF3D7_1409000,PF14_0087,,,,,,
PF3D7_1028900,PF10_0283,,,,,,
PF3D7_1447100,PF14_0449,,,,,,
PF3D7_1026000,PF10_0257,,,,,,
PF3D7_1366000,PF13_0347,,,,,,
PF3D7_0919800,PFI0970c,,,,,,
PF3D7_0205000,PF02_0047,PFB0225c,,,,,
PF3D7_1354200,PF13_0285,,,,,,
PF3D7_0610800,2270.t00206,MAL6P1.110,PFF0530w ,,,,
PF3D7_1353200,PF13_0276,,,,,,
PF3D7_0700300,MAL8P1.218,,,,,,
PF3D7_0914300,PFI0700c,,,,,,
PF3D7_1005200,PF10_0054a,,,,,,
PF3D7_0605000,2270.t00263,MAL6P1.53,PFF0245w,,,,
PF3D7_0410900,MAL4P2.43,PFD0540c,,,,,
PF3D7_1113700,PF11_0145,,,,,,
PF3D7_1108800,PF11_0100,,,,,,
PF3D7_1129400,PF11_0305,,,,,,
PF3D7_1215000,2277.t00146,MAL12P1.145,PFL0725w,,,,
PF3D7_0607000,2270.t00246,MAL6P1.73,PFF0345w,,,,
PF3D7_0519600,MAL5P1.197,PFE0985w,,,,,
PF3D7_1460600,PF14_0578,,,,,,
PF3D7_1321700,MAL13P1.120,,,,,,
PF3D7_0820000,PF08_0048,,,,,,
PF3D7_0623900,2270.t00125,MAL6P1.190,PFF1150w,,,,
PF3D7_0311900,MAL3P4.12,PFC0505c,,,,,
PF3D7_1372900,MAL13P1.510,,,,,,
PF3D7_0905600,PFI0275w,,,,,,
PF3D7_1437700,PF14_0357,,,,,,
PF3D7_1307100,PF13_0035,,,,,,
PF3D7_0532400,MAL5P1.315,PFE1605w,,,,,
PF3D7_0527500,MAL5P1.274,PFE1370w,,,,,
PF3D7_1110300,PF11_0109,PF11_0110,,,,,
PF3D7_0620600,2270.t00097,MAL6P1.219,PFF1005w,,,,
PF3D7_1214700,2277.t00143,MAL12P1.142,PFL0710w,,,,
PF3D7_1413400,PF14_0132,,,,,,
PF3D7_1327000,MAL13P1.155,,,,,,
PF3D7_0716300,MAL7P1.77,,,,,,
PF3D7_1426600,PF14_0245,,,,,,
PF3D7_0210400,PFB0467w,,,,,,
PF3D7_0920800,PFI1020c,,,,,,
PF3D7_1250000,2277.t00480,MAL12P1.478,PFL2400w,,,,
PF3D7_1009200,PF10_0089,,,,,,
PF3D7_1418500,MAL14_5S_1,MAL14_5S_1:rRNA,,,,,
PF3D7_0921900,PFI1075w,,,,,,
PF3D7_1463300,PF14_0602,,,,,,
PF3D7_0318400,MAL3P6.22,PFC0815c,,,,,
PF3D7_1321100,MAL13P1.114,,,,,,
PF3D7_1017300.2,PF10_0168,PF3D7_1017300,,,,,
PF3D7_1252900,2277.t00507,MAL12P1.504,PFL2545c,,,,
PF3D7_1361300,MAL13P1.305,PF13_0325,,,,,
PF3D7_1244800,2277.t00430,MAL12P1.428,PFL2150c,,,,
PF3D7_0905700.1,PF3D7_0905700,PFI0280c,,,,,
PF3D7_1020100,PF10_0195a,,,,,,
PF3D7_0525000,MAL5P1.249,PFE1245w,,,,,
PF3D7_0622600,PFF1085a,,,,,,
PF3D7_0732500,MAL7P1.185,PF07_0135,,,,,
PF3D7_0207000,PF02_0066,PFB0310c,,,,,
PF3D7_1335300,MAL13P1.176,,,,,,
PF3D7_0412300,MAL4P2.55,PFD0610w,,,,,
PF3D7_1433400,PF14_0315,,,,,,
PF3D7_1006900,PF10_0069,,,,,,
PF3D7_1473600,PF14_0705,,,,,,
PF3D7_1014800,2296.t00403,PF10_0145,,,,,
PF3D7_1471900,PF14_0686,PF14_0687,,,,,
PF3D7_0832200.2,MAL7P1.225,PF3D7_0832200,,,,,
PF3D7_1026600,PF10_0262,,,,,,
PF3D7_0107600,MAL1P2.04,PFA0380w,,,,,
PF3D7_0922100,PFI1085w,,,,,,
PF3D7_0316300.2,MAL3P6.3,PF3D7_0316300,PFC0710w,,,,
PF3D7_1471000,PF14_0677,,,,,,
PF3D7_1429200,PF14_0271,,,,,,
PF3D7_0800100,MAL8P1.168,PF08_0142,,,,,
PF3D7_0109900.1,MAL1P2.26,PF3D7_0109900,PFA0485w,,,,
PF3D7_1416400,PF14_0162,PF14_0163,,,,,
PF3D7_0516200,MAL5P1.162,PFE0810c,,,,,
PF3D7_1029600,PF10_0289,,,,,,
PF3D7_0517100,MAL5P1.171,PFE0855c,,,,,
PF3D7_1125200,PF11_0263,,,,,,
PF3D7_0520800,MAL5P1.209,PFE1045c,,,,,
PF3D7_1114800,PF11_0157,,,,,,
PF3D7_0805600,MAL8P1.202,,,,,,
PF3D7_1242600,2277.t00410,MAL12P1.408,PFL2050w,,,,
PF3D7_0313500,MAL3P4.2,PFC0565w,,,,,
PF3D7_1320900,PF13_0122,,,,,,
PF3D7_1209900,2277.t00100,MAL12P1.99,PFL0495c,,,,
PF3D7_1310700,PF13_0058,,,,,,
PF3D7_1302400,MAL13P1.12,,,,,,
PF3D7_1300100,MAL13P1.1,PF13_0001,,,,,
PF3D7_1448000,PF14_0456,,,,,,
PF3D7_0614200,2270.t00032,MAL6P1.284,PFF0685c,,,,
PF3D7_1221900,2277.t00211,MAL12P1.211,PFL1055c,,,,
mal_mito_1,mal_mito_1,,,,,,
PF3D7_0322900,MAL3P7.35,PFC1020c,,,,,
PF3D7_0934100,PFI1650w,,,,,,
PF3D7_0918100,PFI0885w,,,,,,
PF3D7_1018100,PF10_0176,,,,,,
PF3D7_1019400,PF10_0187,,,,,,
PF3D7_1211200,2277.t00112,MAL12P1.111,PFL0555c,,,,
PF3D7_0518300,MAL5P1.183,PFE0915c,,,,,
PF3D7_1023200,PF10_0225,,,,,,
PF3D7_1222300,2277.t00214,MAL12P1.214,PFL1070c,,,,
PF3D7_0518400,MAL5P1.184,PFE0920c,,,,,
PF3D7_1009400,PF10_0091,,,,,,
PF3D7_0630000,2270.t00188,MAL6P1.128,PFF1455c,,,,
PF3D7_1320100,MAL13P1.111,,,,,,
PF3D7_1100700,PF11_0013,,,,,,
PF3D7_1302200,PF13_0012,,,,,,
PF3D7_1221300,2277.t00205,MAL12P1.205,PFL1025c,,,,
PF3D7_0616800,2270.t00056,MAL6P1.258,PFF0815w,,,,
PF3D7_1429700,PF14_0276,,,,,,
PF3D7_1441700,PF14_0396,,,,,,
PF3D7_0415300,MAL4P1.143,PFD0740w,,,,,
PF3D7_0806800,PF08_0113,,,,,,
PF3D7_1119300,PF11_0200,,,,,,
PF3D7_0222900,PF02_0217,PF02_0218,PF3D7_0223000,PFB1025w,PFB1030w,,
PF3D7_0105800,MAL1P1.48,PFA0285c,,,,,
PF3D7_0526600,MAL5P1.265,PFE1325w,,,,,
PF3D7_1423800,1396.t00553,PF14_0229,,,,,
PF3D7_0822100,PF08_0037,,,,,,
PF3D7_0924100,PFI1185c,,,,,,
PF3D7_0918400,PFI0900w,,,,,,
PF3D7_1441000,PF14_0389,,,,,,
PF3D7_1015100,PF10_0148,,,,,,
PF3D7_0322400,MAL3P7.30,PFC1000w,,,,,
PF3D7_0507500,MAL5P1.76,PFE0370c,,,,,
PF3D7_0521100,MAL5P1.212,PFE1060c,,,,,
PF3D7_1254400,2277.t00523,MAL12P1.520,PFL2625w,,,,
PF3D7_1107400,PF11_0087,,,,,,
PF3D7_0810800,PF08_0095,,,,,,
PF3D7_0830900,2255.m00020,PF08_0001,PFH0015w,,,,
PF3D7_1438000,PF14_0360,,,,,,
malmito_rna_10:rRNA,RNA10,,,,,,
PF3D7_0832100,MAL7P1.226,,,,,,
PF3D7_0937200,PFI1800w,,,,,,
PF3D7_1471800,PF14_0685,,,,,,
PF3D7_1454200,PF14_0515,,,,,,
PF3D7_1348600,PF13_0255,,,,,,
PF3D7_1203700,2277.t00037,MAL12P1.37,PFL0185c,,,,
PF3D7_1247300,2277.t00454,MAL12P1.453,PFL2270w,,,,
PF3D7_0601300,PFF0065c,,,,,,
PF3D7_1113100,PF11_0139,,,,,,
PF3D7_0928800,PFI1415w,,,,,,
PF3D7_1033200,PF10_0323,,,,,,
PF3D7_0702500,PF07_0008,,,,,,
PF3D7_1362200,PF13_0330,,,,,,
PF3D7_1113300,PF11_0141,,,,,,
PF3D7_1138500,PF11_0396,,,,,,
PF3D7_1421900,PF14_0211,,,,,,
PF3D7_1421200,PF14_0205,,,,,,
PF3D7_1443800,PF14_0416,,,,,,
PF3D7_0219400.2,PF02_0181,PF3D7_0219400,PFB0888w,,,,
PF3D7_0100200,MAL1P4.02,PFA0010c,,,,,
PF3D7_0406000,MAL4P1.59,PFD0300w,,,,,
PF3D7_1408300,PF14_0080,,,,,,
PF3D7_0816300,MAL8P1.80,MAL8P1.80:exon:10,,,,,
PF3D7_1352200,MAL13P1.264,,,,,,
PF3D7_1122100,PF11_0229,,,,,,
PF3D7_0508200,MAL5P1.83,PFE0405c,,,,,
PF3D7_1320200,PF13_0117,,,,,,
PF3D7_1121600,PF11_0224,,,,,,
PF3D7_1231400,2277.t00303,MAL12P1.303,PFL1515c,,,,
PF3D7_1216500,2277.t00160,MAL12P1.159,PFL0795c,,,,
PF3D7_0532100,MAL5P1.312,PFE1590w,,,,,
PF3D7_1412500,PF14_0124,,,,,,
PF3D7_1322000,MAL13P1.121,,,,,,
PF3D7_1002900,PF10_0033,,,,,,
PF3D7_1001200,PF10_0016,,,,,,
PF3D7_1308100,PF13_0043,,,,,,
PF3D7_0806300,MAL8P1.134,,,,,,
PF3D7_1249300,2277.t00473,MAL12P1.471,PFL2365w,,,,
PF3D7_1027000,PF10_0265,,,,,,
PF3D7_0816000,PF08_0065,,,,,,
PF3D7_0318700,PFC0830w,,,,,,
PF3D7_0104500,MAL1P1.36,PFA0230c,,,,,
PF3D7_0910600,PFI0515w,,,,,,
PF3D7_1249600,2277.t00476,MAL12P1.474,PFL2380c,,,,
PF3D7_0402200,3D7Surf4.1,MAL4P1.20,MAL4P1.21,PFD0100c,PFD0105c,,
PF3D7_0504700,MAL5P1.47,PFE0230w,,,,,
PF3D7_0305200,MAL3P2.16,PFC0235w,,,,,
PF3D7_0727800,PF07_0115,,,,,,
PF3D7_0607100,2270.t00245,MAL6P1.74,PFF0350w,,,,
PF3D7_1338100,MAL13P1.190,,,,,,
PF3D7_0502800,MAL5P1.28,PFE0135w,,,,,
PF3D7_0705900,MAL7P1.340,,,,,,
PF3D7_1407200,PF14_0069,,,,,,
PF3D7_0524900,MAL5P1.248,PFE1240w,,,,,
PF3D7_1216400,2277.t00159,MAL12P1.158,PFL0790w,,,,
PF3D7_0308700,MAL3P3.9,PFC0370w,,,,,
PF3D7_1132400,PF11_0333,,,,,,
PF3D7_1241200,2277.t00396,MAL12P1.394,PFL1980c,,,,
PF3D7_0611100,2270.t00203,MAL6P1.113,PFF0545c,,,,
PF3D7_1104700.2,PF11_0058,PF3D7_1104700,,,,,
PF3D7_1332000,MAL13P1.169,,,,,,
PF3D7_0531200,MAL5P1.309,PFE1560c,,,,,
PF3D7_1124400,PF11_0255,,,,,,
PF3D7_0804300,MAL8P1.141,,,,,,
PF3D7_0526800,MAL5P1.267,PFE1335c,,,,,
PF3D7_0617300,2270.t00062,MAL6P1.253,PFF0840w,,,,
PF3D7_1445600,PF14_0433,,,,,,
PF3D7_0424700,MAL4P1.230,PFD1175w,,,,,
PF3D7_0632700,2270.t00322,MAL6P1.2,PFF1590w,,,,
PF3D7_1131000,PF11_0320,,,,,,
PF3D7_1461800,PF14_0588,,,,,,
PF3D7_1208800,2277.t00089,MAL12P1.88,PFL0440c,,,,
PF3D7_1442200,PF14_0400,,,,,,
PF3D7_1349400,PF13_0259,,,,,,
PF3D7_1039900,PF10_0392,,,,,,
PF3D7_1018600,PF10_0179,,,,,,
PF3D7_0111700,MAL1P2.42,PFA0565c,,,,,
PF3D7_0727900,PF07_0116,,,,,,
PF3D7_1147800.2,PF11_0486,PF3D7_1147800,,,,,
PF3D7_1015200.2,PF10_0149,PF3D7_1015200,,,,,
PF3D7_1002700,PF10_0031,,,,,,
PF3D7_1124600,PF11_0257,,,,,,
PF3D7_0701900,PF07_0004,,,,,,
PF3D7_1424700,PF3D7_14_snoR29,PF3D7_14_snoR29.1,,,,,
PF3D7_0417600,MAL4P1.166,PFD0855c,,,,,
PF3D7_0903700,PFI0180w,,,,,,
PF3D7_1418100,PF14_0179,,,,,,
PF3D7_0628100,2270.t00168,MAL6P1.147,PFF1365c,,,,
PF3D7_1309300,MAL13P1.45,,,,,,
PF3D7_0710400,MAL7P1.32,,,,,,
PF3D7_0900700,PFI0035c,,,,,,
PF3D7_1474400,PF14_0712,,,,,,
PF3D7_1451200,PF14_0487,,,,,,
PF3D7_0703300,MAL7P1.11,,,,,,
PF3D7_1411500,PF14_0113,,,,,,
PF3D7_1232500,2277.t00313,MAL12P1.312,PFL1565c,,,,
PF3D7_0214600,PF02_0137,PFB0665w,,,,,
PF3D7_1217400,2277.t00168,MAL12P1.168,PFL0840c,,,,
PF3D7_1213500,2277.t00132,MAL12P1.131,PFL0655w,,,,
PF3D7_0913400,PFI0655c,,,,,,
PF3D7_0527800,MAL5_tRNA_Leu2,MAL5_tRNA_Leu2:tRNA,,,,,
PF3D7_0109900.2,MAL1P2.26,PF3D7_0109900,PFA0485w,,,,
PF3D7_0107900,PFA0395c,PFA0395w,,,,,
PF3D7_1439200,PF14_0371,,,,,,
PF3D7_0921000.2,PF3D7_0921000,PFI1030c,,,,,
PF3D7_0934300,PFI1660w,,,,,,
PF3D7_0203200,PF02_0030,PFB0150c,PFB0151c,,,,
PF3D7_0616100,2270.t00049,MAL6P1.265,PFF0780w,,,,
PF3D7_1109700,PF3D7_11_snoR11,PF3D7_11_snoR11.1,,,,,
PF3D7_0805000,MAL8P1.138,,,,,,
PF3D7_1465200,PF14_0619,,,,,,
PF3D7_1027100,PF10_0266,,,,,,
PF3D7_0514900,MAL5P1.149,PFE0745w,,,,,
PF3D7_1408700,PF14_0084,,,,,,
PF3D7_1229900.2,2277.t00288,MAL12P1.288,PF3D7_1229900,PFL1440c,,,
PF3D7_1142500,PF11_0437,,,,,,
PF3D7_1121800,PF11_0226,,,,,,
PF3D7_1245000,2277.t00432,MAL12P1.430,PFL2160c,,,,
PF3D7_1203600,2277.t00036,MAL12P1.36,PFL0180w,,,,
PF3D7_0415700,MAL4P1.147,PFD0760c,,,,,
PF3D7_0609500,MAL6P1.98,MAL6P1.98a,MAL6P198a,PFF0470w,,,
PF3D7_1135900,PF11_0370,,,,,,
PF3D7_0105000,PF01TR001,PF01TR001:ncRNA,,,,,
PF3D7_1316800,MAL13P1.87,,,,,,
PF3D7_0717500,PF07_0072,,,,,,
PF3D7_0928400,PFI1395w,,,,,,
