CF000009.mRNA-p1	iHN637.CLJU_RS20335	34.3	207	90	6	205	410	69	230	5.8e-18	90.9
CF000009.mRNA-p1	iYO844.BSU00900	30.8	195	90	5	212	406	74	223	9.0e-11	67.0
CF000009.mRNA-p1	iJN678.slr0951	26.9	197	100	3	210	406	70	222	1.2e-07	56.6
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s12_g3783_t1	27.7	523	340	11	19	509	558	1074	9.3e-46	184.9
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s12_g3784_t1	26.5	475	292	7	15	437	643	1112	6.5e-39	162.2
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s7_g13848_t1	45.6	90	48	1	1181	1269	531	620	1.5e-16	87.8
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s7_g14405_t1	24.4	303	137	6	961	1262	384	595	2.6e-16	87.0
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s7_g13857_t1	46.9	81	42	1	1181	1260	524	604	1.3e-15	84.7
CF000014.mRNA-p1	iNJ661.Rv1625c	44.6	83	45	1	1179	1261	341	422	5.5e-14	79.3
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s9_g15223_t1	43.9	82	44	1	1181	1260	443	524	1.4e-12	74.7
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s9_g15248_t1	36.5	104	63	2	1159	1260	335	437	8.8e-12	72.0
CF000014.mRNA-p1	iRC1080.CRv4_Au5_s18_g7949_t1	33.7	86	57	0	1175	1260	1152	1237	4.1e-09	63.2
CF000014.mRNA-p1	iNJ661.Rv2435c	38.5	78	46	1	1159	1236	629	704	9.4e-06	52.0
CF000036.mRNA-p1	iND750.YBL076C	43.3	869	459	14	6	852	215	1071	2.7e-203	707.6
CF000036.mRNA-p1	iMM904.YBL076C	43.3	869	459	14	6	852	215	1071	2.7e-203	707.6
CF000036.mRNA-p1	iRC1080.CRv4_Au5_s16_g6096_t1	44.0	813	431	10	11	801	225	1035	6.9e-199	693.0
CF000036.mRNA-p1	iHN637.CLJU_RS00920	35.1	815	464	20	5	800	214	982	3.8e-133	474.6
CF000036.mRNA-p1	iAF692.Mbar_A3613	28.9	874	568	23	5	853	213	1058	3.5e-102	371.7
CF000036.mRNA-p1	iLJ478.TM1361	28.6	711	421	27	5	678	218	878	1.1e-66	253.8
CF000036.mRNA-p1	iSB619.SA_RS05895	27.3	689	420	21	4	673	221	847	7.6e-65	247.7
CF000036.mRNA-p1	iJN746.PP_0603	27.9	602	371	20	1	581	225	784	2.5e-60	232.6
CF000036.mRNA-p1	iAF987.Gmet_0351	27.4	617	385	18	11	610	234	804	5.7e-60	231.5
CF000036.mRNA-p1	iUMNK88_1353.UMNK88_24	26.8	586	379	17	3	578	230	775	3.7e-59	228.8
CF000036.mRNA-p1	iPC815.YPO0475	27.0	593	375	16	3	581	230	778	3.7e-59	228.8
CF000036.mRNA-p1	iSFV_1184.SFV_0020	26.8	586	379	17	3	578	214	759	4.8e-59	228.4
CF000036.mRNA-p1	iSBO_1134.SBO_0025	26.8	586	379	17	3	578	230	775	4.8e-59	228.4
CF000036.mRNA-p1	iYL1228.KPN_00021	26.7	585	379	17	4	578	215	759	1.4e-58	226.9
CF000036.mRNA-p1	iECIAI39_1322.ECIAI39_0027	26.8	586	379	17	3	578	230	775	1.4e-58	226.9
CF000036.mRNA-p1	iEcSMS35_1347.EcSMS35_0024	26.8	586	379	17	3	578	230	775	1.4e-58	226.9
CF000036.mRNA-p1	iSDY_1059.SDY_0048	26.6	586	380	17	3	578	230	775	2.4e-58	226.1
CF000036.mRNA-p1	iG2583_1286.G2583_0027	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iECUMN_1333.ECUMN_0026	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iWFL_1372.ECW_m0025	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iECs_1301.ECs0029	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iECSP_1301.ECSP_0027	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iEcE24377_1341.EcE24377A_0026	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iECO26_1355.ECO26_0026	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000036.mRNA-p1	iECDH10B_1368.ECDH10B_0027	26.6	586	380	17	3	578	230	775	4.1e-58	225.3
CF000037.mRNA-p1	iRC1080.CRv4_Au5_s16_g6096_t1	66.2	201	68	0	59	259	13	213	2.2e-83	308.9
CF000037.mRNA-p1	iND750.YBL076C	61.2	201	78	0	59	259	9	209	5.8e-76	284.3
CF000037.mRNA-p1	iMM904.YBL076C	61.2	201	78	0	59	259	9	209	5.8e-76	284.3
CF000037.mRNA-p1	iHN637.CLJU_RS00920	40.5	210	125	0	51	260	2	211	1.2e-49	196.8
CF000037.mRNA-p1	iAF692.Mbar_A3613	30.3	208	143	1	53	260	4	209	1.7e-27	123.2
CF000037.mRNA-p1	iLJ478.TM1361	29.9	204	137	2	57	260	17	214	2.0e-23	109.8
CF000037.mRNA-p1	iJN746.PP_0603	29.6	203	134	3	57	259	18	211	9.7e-23	107.5
CF000037.mRNA-p1	iSB619.SA_RS05895	30.2	199	132	2	61	259	21	212	3.1e-21	102.4
CF000037.mRNA-p1	iAF987.Gmet_0351	27.3	227	157	3	57	282	17	236	1.6e-20	100.1
CF000037.mRNA-p1	iJN678.ileS	29.3	222	149	6	39	259	4	218	2.6e-20	99.4
CF000037.mRNA-p1	iAF692.Mbar_A1976	25.6	207	146	4	53	259	5	203	1.1e-15	84.0
CF000037.mRNA-p1	iPC815.YPO0475	26.0	200	134	3	64	259	25	214	2.0e-15	83.2
CF000037.mRNA-p1	iG2583_1286.G2583_0027	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iSFV_1184.SFV_0020	24.9	197	142	2	64	260	9	199	3.3e-15	82.4
CF000037.mRNA-p1	iECUMN_1333.ECUMN_0026	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iWFL_1372.ECW_m0025	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iSBO_1134.SBO_0025	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iS_1188.S0025	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iECs_1301.ECs0029	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iECD_1391.ECD_00030	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iECSP_1301.ECSP_0027	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iEcE24377_1341.EcE24377A_0026	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iECO26_1355.ECO26_0026	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iECDH10B_1368.ECDH10B_0027	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000037.mRNA-p1	iSDY_1059.SDY_0048	24.9	197	142	2	64	260	25	215	3.3e-15	82.4
CF000047.mRNA-p1	iND750.YJR057W	39.4	208	113	4	6	203	1	205	1.1e-36	152.1
CF000047.mRNA-p1	iMM904.YJR057W	39.4	208	113	4	6	203	1	205	1.1e-36	152.1
CF000047.mRNA-p1	iRC1080.CRv4_Au5_s3_g10960_t1	44.8	154	82	2	9	160	49	201	8.7e-34	142.5
CF000047.mRNA-p1	iHN637.CLJU_RS00680	21.0	229	144	8	7	202	3	227	3.9e-10	63.9
CF000052.mRNA-p1	iAF987.Gmet_0058	61.6	268	102	1	76	342	10	277	8.7e-99	361.7
CF000052.mRNA-p1	iAF987.Gmet_0058	35.6	208	121	3	846	1050	258	455	2.1e-28	127.9
CF000052.mRNA-p1	iJN746.PP_2904	60.7	270	105	1	76	344	23	292	2.8e-97	356.7
CF000052.mRNA-p1	iJN746.PP_2904	41.6	149	85	1	864	1010	287	435	1.4e-24	115.2
CF000052.mRNA-p1	iYL1228.KPN_00701	59.1	264	107	1	75	337	9	272	9.7e-90	331.6
CF000052.mRNA-p1	iYL1228.KPN_00701	43.8	169	90	2	846	1011	258	424	1.3e-30	135.2
CF000052.mRNA-p1	iEC042_1314.EC042_0708	58.3	264	109	1	75	337	9	272	2.4e-88	327.0
CF000052.mRNA-p1	iEC042_1314.EC042_0708	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iECUMN_1333.ECUMN_0765	58.3	264	109	1	75	337	9	272	2.4e-88	327.0
CF000052.mRNA-p1	iECUMN_1333.ECUMN_0765	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iEcSMS35_1347.EcSMS35_0702	58.3	264	109	1	75	337	9	272	2.4e-88	327.0
CF000052.mRNA-p1	iEcSMS35_1347.EcSMS35_0702	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iECIAI39_1322.ECIAI39_0637	58.3	264	109	1	75	337	9	272	2.4e-88	327.0
CF000052.mRNA-p1	iECIAI39_1322.ECIAI39_0637	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iSbBS512_1146.SbBS512_E0570	58.3	264	109	1	75	337	9	272	3.1e-88	326.6
CF000052.mRNA-p1	iSbBS512_1146.SbBS512_E0570	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iECD_1391.ECD_00637	58.3	264	109	1	75	337	9	272	4.1e-88	326.2
CF000052.mRNA-p1	iECD_1391.ECD_00637	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iWFL_1372.ECW_m0732	58.3	264	109	1	75	337	9	272	4.1e-88	326.2
CF000052.mRNA-p1	iWFL_1372.ECW_m0732	43.5	168	91	3	846	1011	258	423	1.2e-26	122.1
CF000052.mRNA-p1	iETEC_1333.ETEC_0697	58.3	264	109	1	75	337	9	272	4.1e-88	326.2
CF000052.mRNA-p1	iETEC_1333.ETEC_0697	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iECO26_1355.ECO26_0744	58.3	264	109	1	75	337	9	272	4.1e-88	326.2
CF000052.mRNA-p1	iECO26_1355.ECO26_0744	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iECBD_1354.ECBD_2981	58.3	264	109	1	75	337	9	272	4.1e-88	326.2
CF000052.mRNA-p1	iECBD_1354.ECBD_2981	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
CF000052.mRNA-p1	iUMNK88_1353.UMNK88_717	58.3	264	109	1	75	337	9	272	4.1e-88	326.2
CF000052.mRNA-p1	iUMNK88_1353.UMNK88_717	43.5	168	91	3	846	1011	258	423	6.8e-27	122.9
