,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
KARA2,,,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
MOTH1,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
ARGt2r,,,not in model,nonlethal,nonlethal,,,nonlethal,not in model,,nonlethal,nonlethal,,not in model
3OAS80_ap,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
PHCYT_BS,,,not in model,not in model,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
FACOAL120t2pp_ap,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
MECDPDH,,,not in model,nonlethal,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
KAS_HP2,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
TSULtm,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
PE140abcppc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
MLTG5,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,,nonlethal
2agpe160t,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
AGPAT180_ap,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
SULR_1,,,nonlethal,nonlethal,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
N2OR,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,,nonlethal
FBP,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ALATA_L2,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,,nonlethal
GP4GH1,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
HACD3,,,not in model,not in model,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
TAGAH1601819Z180,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
UDPGD,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,nonlethal
GLXCBL,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
EX_glcman6_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
NITR_NOc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,nonlethal
KYN3OX,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,nonlethal
PLPSA218111Z1819Z,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,nonlethal
EX_pi_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
dgl_prod8,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
G12MT2gc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
PLDAGAT_HDE_MYRS_HDE_PC_4_c,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,not in model
NAPRT,,,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,,not in model
PLIPA2G140,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
G3PAT180,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_gdp_e,,,not in model,not in model,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
PSERS_SC,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
PPCKm,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
ALDD11,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ALDD20ym,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
NADPPPS,,,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,,nonlethal
AGPATCOA1819Z1819Z,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,,not in model
DOLDPP,,,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
SUCD3_u6m,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
EX_12ppd__S_e,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,not in model,,not in model
EX_lipa_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ETHAPT1801819Z,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ACOADAGAT18111Z1819Z1819Z,,,not in model,nonlethal,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
NTRLASE,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
FASC140ACP,,,nonlethal,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
POR_syn,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,,not in model
PLIPA2A160,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
MYCTR,,,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,,nonlethal
ALDD16,,,not in model,nonlethal,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
CLPNS160,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
DGDGW3DS1839Z12Z15Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_malthp_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,nonlethal
DAGAH_STC_ALNA_c,,,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
ORNTArm,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
GGCHLDBRc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
EX_serphelys_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
PE1801819Zt,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_ppcr_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
CAt4,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
EX_h2o_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_pe1801819Z_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
NADH10,,,nonlethal,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
CHLSTI_1,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,,not in model
CDAPPA141,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,not in model
TAGAH18111Z1819Z18111Z,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ETHAPT_HDE_LNA_c,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,not in model
ERGSTGLCT,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
DNMPPA,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_pail18111Z160_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
DAGAH_HDE_LNA_c,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,not in model
GGTAe2,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,nonlethal
MHGS,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
AMPtr,,,not in model,nonlethal,not in model,,,not in model,not in model,,not in model,not in model,,not in model
CYSLYSL,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,not in model
G12MT4c,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
GLNASNGLNt,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
PPNCL3,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,nonlethal
PTRCt2,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,,not in model
dgl_prod7,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
3OACOAS,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,,not in model
MGDGW6DS1829Z12Z1619Zc,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
PINA1tm,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
dgl_prod6,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
GLYAT,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
FBAm,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
EX_pg161_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
LPLIPAL2G180,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
CDGS1,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,not in model,not in model,,not in model
2AGPGAT160,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
NTD3,,,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,,nonlethal
URAt2,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
PG181abcppc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
T4HCINNMFM,,,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
HEX1,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
THRS,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_dsbcrd_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
PCMEH3ppc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
NH4ti,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,,nonlethal
ALDD18,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
METMETILEr,,,nonlethal,not in model,not in model,,,not in model,not in model,,nonlethal,not in model,,not in model
GMAND,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,nonlethal,nonlethal,,nonlethal
HISt2m,,,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,,not in model
NTP11,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
CPPPGO,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,not in model,nonlethal,,nonlethal
ARAB1D1,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
PGD3TDS18111Z1613Ec,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
ACOAR2m,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
MNLDHr,,,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
HMR_7758,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
ACALDCD,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,,not in model
EX_ac_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
DES_15,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
DGDGGH1819Z160c,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
PGSA161,,,not in model,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,,not in model
CEPA,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,,not in model
OIVD3,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
MALTPTabc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
FEROc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,nonlethal
HEMEOSm_1,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
HMR_1637,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
OPMEACPR,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
FEOXAMabcppc,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
CMCMSAD,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
KAS2,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,not in model,nonlethal,,nonlethal
AGPATCOA16018111Z,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
PDHam1mi,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
PYK_ap,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
4MBZDH,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,nonlethal
IDPm,,,nonlethal,nonlethal,nonlethal,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
PLDAGAT_PALM_EPA_LNA_PC_5_c,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,not in model
HBZOPTm,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
PUNP8,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
CA2abc1,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
PPPGOm_pf,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
ALDD20x,,,not in model,not in model,not in model,,,nonlethal,not in model,,nonlethal,not in model,,nonlethal
DAGAH16018111Z,,,not in model,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
DHPS,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
ADD,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,,not in model
SERGLNexR,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,nonlethal,not in model,,not in model
NO2t3,,,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,not in model,,not in model
TYRTA,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
PG120abcppc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
RNDR4,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
pe_prod11,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
ALATRS,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ALOX15,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,not in model,,not in model
LPLIPAL2A180,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
GARFT,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
SEPHCHCS,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
D_LACDmc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
SALCHS4FEabcppc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
APTA1i,,,not in model,not in model,not in model,,,not in model,nonlethal,,not in model,nonlethal,,nonlethal
LPLIPAL2ATE160,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
EX_gal__L_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
DHPPDA2,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
CYSabc,,,not in model,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ILEt2r,,,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,,nonlethal
GLYCDy,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,nonlethal
PGP120abcppc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
ATPH1e,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,,not in model
PHETHRLYSr,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
1AGPEAT1819Z1829Z12Z,,,nonlethal,nonlethal,nonlethal,,,nonlethal,not in model,,nonlethal,not in model,,not in model
MSO3abc,,,not in model,nonlethal,not in model,,,not in model,nonlethal,,nonlethal,nonlethal,,not in model
MCLORi,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
PSERDm_SCc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
H2O2t,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
r2526,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,,not in model
ARGARGt,,,nonlethal,not in model,not in model,,,not in model,not in model,,not in model,not in model,,not in model
PCD12DS_PALM_LNA_sn2_c,,,not in model,nonlethal,not in model,,,not in model,not in model,,not in model,not in model,,not in model
UA4E,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
DINt,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
KARI_23dhmbc,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,nonlethal,,not in model
2HH24DDH1,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
PFK26_1,,,not in model,not in model,not in model,,,not in model,nonlethal,,nonlethal,not in model,,nonlethal
ZCAROTDH2,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
HMR_2380,,,not in model,nonlethal,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
EX_murein4px4p4p_e,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
P5CRm,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,nonlethal,,not in model
pi_prod2,,,nonlethal,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
LPLIPAL2G141,,,not in model,nonlethal,nonlethal,,,not in model,not in model,,not in model,not in model,,not in model
CELLBabc,,,not in model,not in model,not in model,,,nonlethal,not in model,,not in model,not in model,,not in model
EAR60x,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,not in model,nonlethal,,nonlethal
DUTPDP,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
PHEPHEt,,,nonlethal,not in model,not in model,,,not in model,not in model,,nonlethal,not in model,,not in model
MOD_2mbdhlc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,not in model,,nonlethal
CYSDS,,,nonlethal,not in model,not in model,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
GCCc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
PGSA140,,,not in model,nonlethal,nonlethal,,,nonlethal,not in model,,not in model,nonlethal,,not in model
VALt2m,,,not in model,not in model,not in model,,,not in model,not in model,,nonlethal,nonlethal,,not in model
SBTRhc,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
3OAR100_m,,,not in model,not in model,not in model,,,not in model,not in model,,not in model,nonlethal,,not in model
EX_glc__D_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,nonlethal,,nonlethal,nonlethal,,nonlethal
