,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
CYSTL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
I4FE4ST,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT18111Z1829Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGMT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PSabcppc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
NTRIR2x,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,not in model,
TRDR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MOTH4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg140_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MG3B,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MDHC_nadp_hr,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
AGPOP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGI,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DASYN181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA161ACPHi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HISLYSTHRt,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
NTRLASE2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
SGOR,nonlethal,nonlethal,nonlethal,,not in model,,,,not in model,nonlethal,
EX_pe1801819Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMPTASECG,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAR5mc,not in model,nonlethal,not in model,,nonlethal,,,,not in model,not in model,
EX_chol_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIt2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PG18111Z160t,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACt2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ac_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT5m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPDIMAS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AGPOPm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIN3K_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
dgl_prod4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DKFPS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGCD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS160_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMGL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_leu__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPTTm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SSALy,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_murein3px3p_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
URIDK2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A3GALT1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
ACOATA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NNAMrm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYCK2,not in model,nonlethal,not in model,,nonlethal,,,,not in model,not in model,
AMPN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_fe2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPCOAC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r2526,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC200ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_ser__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NT5C,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTPP1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACSERSULL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AGPAT181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PAIL18111Z160t,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSTAm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DMBZIDS,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
DAGK120,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
DNTP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THRTHRARGt,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
ACOAD4,nonlethal,not in model,nonlethal,,not in model,,,,not in model,not in model,
GTHPi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe181_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMALT3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PD7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_atp_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIt7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGIA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PA160abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_g3pe_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
ATDGDm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_xyl__D_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CD2abc1,not in model,not in model,not in model,,nonlethal,,,,nonlethal,not in model,
EX_enlipidA_LptA_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
I4FE4SR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TSULR3e,nonlethal,not in model,not in model,,not in model,,,,nonlethal,nonlethal,
DES_9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DVPCHLD450ORc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
MCITS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD100,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r1467,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
FA140ACPHi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPt_m,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
MTRI,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CDPDAGS_OLE_PALM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW3DS1819Z1637Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_gthrd_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DXPRIi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD20xm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD14,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CTECOAI7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
IMACTD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHETRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAMPL2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_arg__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PA140abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LANOSTt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR60x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G5SD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1601819Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_fe3_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LEUTAi,not in model,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
DHROm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD1fm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLCOAS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LPLPS1AGPE1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPH1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FALDH2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TDPGDH,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
NODOy,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPCKm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGW6DS1829Z12Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SPRMti,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TPIh,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
FTHFLmi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z1819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LALDO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHOLESTTDe,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW6DS1829Z12Z1619Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A4GALTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
FAO240pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PI4P5K_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPGAT140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ocdca_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SECYSTL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGD4DS1829Z12Z1644Z7Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe1819Z1845Z9Z12Z15Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYOO6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHACOAH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_gal__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PINOS,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
KAT1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ps181_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HEX7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TALA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pgp1819Z160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SELCYSLY2_1,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
CA2abc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA21801845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGD3TDS1839Z12Z15Z1613Ec,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PSAT_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
TAGAH1601819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GDR,not in model,nonlethal,not in model,,not in model,,,,not in model,nonlethal,
FASC161ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UPPDC1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGD4DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGCPT_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SUCOAS1m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BSORx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAPOP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
APH160,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
GCC2bim,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLt3r_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALATA_L2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGD7DS1819Z1617Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADK4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADPt2_c,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
MGDGD4DS1829Z12Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAO8pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z1819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYTBO3,not in model,nonlethal,not in model,,not in model,,,,not in model,nonlethal,
C180SN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DIPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGAH1801819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
I2FE2SS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AKGDa,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
GLNabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SULR3,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,not in model,
ETHAK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SERAT,nonlethal,not in model,nonlethal,,not in model,,,,not in model,not in model,
FERRICHabc,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
DM_his__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYK4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MAN1PT2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYCt2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL160_ISO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC120ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LEUTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z1819Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MG2A,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CBPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z1819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIPAMPL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OPMEACPR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PG120abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
lipid_bm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACPPAT161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm2801,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PD1irm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TSULabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METSOXR2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PSCVT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SHSL4r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT3r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW6DS1819Z1627Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD19xr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS100,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLUth,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
SUCBZL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r1162,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CITACt,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
GLUabc,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
ACCOAhic,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
C100SN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LGTHL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS240_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACPPAT141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GALKr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARABRr,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,nonlethal,
MDH4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NO2t2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_spmd_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
IAGT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH16018111Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_dca_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MAN1PT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLTG5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TRE6PS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THIORDXm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYOOm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DTTGY,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PSERT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
P5CRx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RPI,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_k_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT6r_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pro__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MMSAD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm2001,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z1819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FE3DHBZSabcppc,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
CGS_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
QULNS_1,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
ALLabcppc,nonlethal,not in model,not in model,,not in model,,,,nonlethal,not in model,
HACD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD7f,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH18111Z18111Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SQDGW6DS1829Z12Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FOLR2_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z18111Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
S4FE4ST,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PS141abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR80y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_degly_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHFOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALATL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TCHOLABCtc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTD6,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BETALDHx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNTR1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MMSDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLNTRATc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TYRTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH9m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLCS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DTMPK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS80COA_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
K2L4Aabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_cd2_e,not in model,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
PGP18111Z160t,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HYDAm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PSD_HP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CAATPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA21801829Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOATAm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
