,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
DGDGD4DS1839Z12Z15Z1634Z7Z10Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CHOLK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LANOSTAT_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AATGm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PACCOAL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HSDHc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_lys__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_enlipa_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUDC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD8m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGW6DS1829Z12Z1627Z10Z1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pg18111Z160_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FECRMabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ddca_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH1m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TTDCAFATPc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_hg2_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS8,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EPISTt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR161x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAO141p_evenc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACP1619ZD9DS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
YUMPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACS_h,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HEX4,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HMR_3864,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPA_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CPS_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MDHi2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2AGPEAT160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MECDPDH2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BCAROKTc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CITt2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
r0817,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NODOx,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGHAc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOD_3mhtpp,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT16018111Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT5r_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADH140_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DDPGA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASm2002,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
QULNS_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAURt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD4x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
THFGLUS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G6PDH2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MNt2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYSAMO_cho,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LPLPS1AGPE180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS120_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pi_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLNt2r,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SUCOASm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
D_LACDcm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ORNTAC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1801819Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PA180abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
5MTHFtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FMNRx2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR161,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CHLabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ocdcea_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MNabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HISD_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PAT181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHYCBOXL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_lyslyslys_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CDIPT1819Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ps120_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NTRLASE3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT18111Z1819Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MYCTR2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD20,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CTECOAI8,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FASC140ACP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACGAMPM,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SELNPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SBP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL1831,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGP181abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHPM2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3M2OBLOXRD,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NICRNS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
A2GALT2c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHETA1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MCSNAH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPDAGAT_HDE_HDE_PALM_h,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LEUTRSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYSTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DMPPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_taur_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1601819Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLXO1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLYC2Pabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ARGARGr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUDy,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CLt_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1801819Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BPNT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
RNDR1b,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
A2GALT5c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
VCACT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SUCOAS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDE3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK1819Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
KAS7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
C181SN,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHNAPHT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA21829Z12Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MYCTR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ps161_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MALS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CDPPT160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ps160_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT10m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPS1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
4HTHRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MCOATAm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_salchs4_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SUCD1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ENLIPAabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CHLDA2tuc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SERTRS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PS160abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3DH5HPBMTm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_nad_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_ala__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ASPOcm_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK16018111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ASPTA6,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FTHFLi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MECDPDH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PROTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OAAt2m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BDMT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SLDxi2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT18111Z18111Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MCOATA_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UDPDOLPT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G5SADrm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECA4COLIPAabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EAR181x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GOFUCR,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PA120abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LYSabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CITt4_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2HPMBQMTm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAO141p_oddc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GMPS2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK18111Z160hc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPM2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOTH3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1801819Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OCTNLL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GTHRDt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDP7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ICYSDS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_h2o_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
S2FE2ST,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UTPH1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
LNS14DMx,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_fadh2_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_mg2_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ADSK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe161_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HSDy,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPS7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT16018111Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_murein5p3p_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1801819Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3POc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MYCSacp50,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGSA160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_cys__L_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACHMSSELCYSLh,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G2PP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DHRT_ibcoa,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL180_2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOD_3mop,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
dgl_prod7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ILETRSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE1819Z1845Z9Z12Z15Zt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CDPDAGS18111Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_tungs_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA180h,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TMDS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAO11,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK1801819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PALFATPtc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALCD19,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_cu2_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD60,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH6,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z1819Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_feoxam_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ALDD2x,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAS80,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NPDPS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GTHOr,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OMPDC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ATP2t_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPIth,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH3m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
RPEc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DGDGGH1839Z12Z15Z1644Z7Z10Z13Zc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA160ACPHi,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH5m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_alaala_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH18111Z18111Z180,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AP4AS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW6DS1829Z12Z160c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_cl_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL140,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAO9pc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HSK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT9pc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
COLIPAPabctexc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp161_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MLTP1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE1801829Z12Zt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACONTb,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUTRS_Glnc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD181,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2dr_p,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UMPU,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL150_ISO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SO3R,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_phe__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AMPTASEPG,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MATm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OXOADLRc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_glc__D_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MOTH2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G6PBDH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPPNDO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ECOAH1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PPBNGS_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE1829Z12Z1835Z9Z12Zt,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACACT4m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ASPTRSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CEFc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_thm_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3HAD141,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PDE1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLYTRS,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
THMATPe,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1801819Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW6DS1829Z12Z1627Z10Z2c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3OAR60_m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_so3_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NOS2_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAO3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FA181ACPH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TAGAH1819Z18111Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HISabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AHSERL2,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACSERLm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TRIGS_SC,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT1819Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
r1530,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ADK3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE141abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
AACPS3_1c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp140_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGAH1819Z1819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLUK_syn,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGP180abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ZNabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TCHOLAt3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACCOAL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GLCR1TRB1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYSTL,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
I4FE4ST,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT18111Z1829Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
