,0
2AGPGAT120,1.0
2AGPGAT141,1.0
2AGPGAT180,1.0
3HAD160,1.0
3OAR120,1.0
3OAR141,1.0
3OAR161,1.0
3OAS140,1.0
3OAS161,1.0
AACPS5,1.0
AACPS6,1.0
AACPS9,1.0
ABTA,1.0
ACACT2r,1.0
ACACT3r,1.0
ACCOAL,1.0
ACOATA,1.0
ACOTA,1.0
ACPPAT141,1.0
ACPPAT161,1.0
ADCS,1.0
ADNK1,1.0
AGPAT180,1.0
ALATRS,1.0
APH140,1.0
APH160,1.0
APH161,1.0
ARGTRS,1.0
ASPTA,0.9301877122671423
ASPTRS,1.0000000000000013
CBPS,1.0000000000000013
CFAS180E,1.0000000000000013
CTECOAI6,1.0000000000000013
DASYN161,1.0000000000000013
DHFS,1.0000000000000013
DUTPDP,1.0000000000000013
DXPRIi,1.0000000000000013
E4PD,1.0000000000000013
EAR100x,1.0000000000000013
EAR120y,1.0000000000000013
EAR140y,1.0000000000000013
EAR141x,1.0000000000000013
EAR161y,1.0000000000000013
EAR180x,1.0000000000000013
EAR180y,1.0000000000000013
EAR181y,1.0000000000000013
EAR40y,1.0000000000000013
EAR80y,1.0000000000000013
ECOAH1,1.0000000000000013
ECOAH2,1.0000000000000013
ECOAH6,1.0000000000000013
ECOAH8,1.0000000000000013
EPMEACPR,1.0000000000000013
FUM,5.784796281241538e-14
G1PACT,1.0000000000000007
G3PAT141,1.0000000000000007
G3PAT180,1.0000000000000007
GDMANE,1.0000000000000007
GLNS,0.9782976232985249
GLUSy,0.999999999999999
GLUTRS,0.999999999999999
GLYCL,0.999999999999999
GMAND,0.999999999999999
GMHEPAT,0.999999999999999
GPDDA2,0.999999999999999
GPDDA3,0.999999999999999
GRXR,0.999999999999999
GTHOr,0.9497655908034488
GTHS,1.0000000000000007
GTPCI,1.0000000000000007
HBZOPT,1.0000000000000007
HYPOE,1.0000000000000007
I4FE4ST,1.0000000000000007
IMPD,1.0000000000000007
IPMD,1.0000000000000007
LEUTAi,1.0000000000000007
LIPATPT,1.0000000000000007
LYSTRS,1.0000000000000007
MACPD,1.0000000000000007
MAN1PT2,1.0000000000000007
MEPCT,1.0000000000000007
METAT,1.0000000000000007
MOADSUx,1.0000000000000007
MPTSS,1.0000000000000007
NDPK3,1.0000000000000007
NDPK5,1.0000000000000007
NDPK6,1.0000000000000007
NNAM,1.0000000000000007
NTD10,1.0000000000000007
NTD2,1.0000000000000007
NTD5,1.0000000000000007
NTD7,1.0000000000000007
NTD8,1.0000000000000007
NTP1,1.0000000000000007
NTPP1,1.0000000000000007
OCTDPS,1.0000000000000007
PFK,1.0000000000000007
PNTK,1.0000000000000007
PPBNGS,1.0000000000000007
PPCDC,1.0000000000000007
PPCK,1.0000000000000007
PSSA160,1.0000000000000007
PSSA180,1.0000000000000007
PYK,1.0000000000000007
PYNP2r,1.0000000000000007
RBFK,1.0000000000000007
RNDR1b,1.0000000000000007
RNDR2b,1.0000000000000007
RNDR3,1.0000000000000007
RNDR3b,1.0000000000000007
RNDR4b,1.0000000000000007
RPI,1.0000000000000007
S2FE2SS2,1.0000000000000007
S4FE4ST,1.0000000000000007
SCYSDS,1.0000000000000007
SDPTA,1.0000000000000007
SELNPS,1.0000000000000007
SPMS,1.0000000000000007
SUCOAS,1.0000000000000007
THFAT,1.0000000000000007
TPI,0.9977413993139723
TRDR,1.0000000000000009
VALTRS,1.0000000000000009
HACD1i,1.0000000000000009
HACD4i,1.0000000000000009
HACD6i,1.0000000000000009
THZPSN,1.0000000000000009
2HMHMBQMTm,1.0000000000000009
3DSPHR,1.0000000000000009
ACGAMPM,1.0000000000000009
AHCi,1.0000000000000009
AKGDam,1.0000000000000009
AMETtm,1.0000000000000009
ARMT,1.0000000000000009
ASPGLU2m,1.0000000000000009
CITtcm,1.0000000000000009
DESAT16,1.0000000000000009
D_LACDm,1.0000000000000009
ERGSTt,1.0000000000000009
FACOAL180,1.0000000000000009
FAS120,1.0000000000000009
FAS160,1.0000000000000009
FAS161,1.0000000000000009
FAS181,1.0000000000000009
GCC2cm,1.0000000000000009
GLUDxi,1.0000000000000018
GLYCt,1.0000000000000018
HEMEOSm,1.0000000000000018
HPROa,1.0000000000000018
HPROb,1.0000000000000018
ILETRSm,1.0000000000000018
LNS14DM,1.0000000000000018
MCITSm,1.0000000000000018
NAPRT,1.0000000000000018
NFTYROX,1.0000000000000018
ORNTA,1.0000000000000018
PDE5,1.0000000000000018
PI35BP5P_SC,1.0000000000000018
PIN3K_SC,1.0000000000000018
RNTR1,1.0000000000000018
RNTR2,1.0000000000000018
RNTR3,1.0000000000000018
SUCFUMtm,1.0000000000000018
SUCOASm,1.0000000000000018
THFGLUS,1.0000000000000018
THMPPt2m,1.0000000000000018
THRTRSm,1.0000000000000018
